,Unnamed: 0,Project Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8,coordinates
174,841,Suppressed9,Roxbury,02119,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,,"(<NA>, <NA>)"
175,853,Tate (VUP),Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
176,857,Tebroc Levant (HOME AGAIN),Dorchester,02124,5,1,4,0.0,0.0,0.0,5,1,4.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
177,859,Ten Most Wanted - 1,Dorchester,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
178,860,Ten Most Wanted - 10,Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
179,861,Ten Most Wanted - 11,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
180,863,Ten Most Wanted - 13,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
181,864,Ten Most Wanted - 14,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
182,866,Ten Most Wanted - 2,Mattapan,02126,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
183,867,Ten Most Wanted - 3,Roxbury,02119,4,2,2,0.0,0.0,0.0,4,2,2.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
184,868,Ten Most Wanted - 4,Dorchester,02122,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
185,869,Ten Most Wanted - 5,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
186,870,Ten Most Wanted - 6,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
187,871,Ten Most Wanted - 7,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership,Private,,,"(<NA>, <NA>)"
188,872,Ten Most Wanted - 8,Dorchester,02121,3,2,1,2.0,2.0,0.0,1,0,1.0,Ownership,Private,,,"(<NA>, <NA>)"
189,873,Ten Most Wanted - 9,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
190,875,Thane St Apts,Dorchester,02124,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,Y,"(<NA>, <NA>)"
191,884,The Bulfinch,Mission Hill,02120,5,5,0,0.0,0.0,0.0,5,5,0.0,Ownership,Private,,,"(<NA>, <NA>)"
192,902,The Mt Vernon,Allston,02134,7,7,0,5.0,5.0,0.0,2,2,0.0,Rental,Private,,,"(48.43689105, -122.33317760334165)"
193,915,Thetford-Dyer Neighborhood Homes,Dorchester,02124,16,7,9,6.0,6.0,0.0,10,4,6.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
194,926,Trull/Ware Homes,Dorchester,02125,4,1,3,0.0,0.0,0.0,4,1,3.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
195,940,Valenchuck (VUP),Dorchester,02122,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
196,942,Vet Step Up,Roxbury,02121,10,10,0,0.0,0.0,0.0,10,10,0.0,Rental,Private,,,"(<NA>, <NA>)"
197,947,Victory House,South End,02118,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(52.4351632, -1.4988662)"
198,948,Viet-AID,Dorchester,02122,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
199,951,Vines (VUP) CDFI,Dorchester,02121,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
200,969,Warren St Nursing Home,Roxbury,02121,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,,"(<NA>, <NA>)"
201,981,Watson (VUP),Dorchester,02124,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
202,983,Waverly Homes II,Roxbury,02125,9,2,7,0.0,0.0,0.0,9,2,7.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
203,991,Wellington Hill Phase I,Dorchester,02126,23,9,14,0.0,0.0,0.0,23,9,14.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
204,992,Wellington Hill Phase II,Mattapan,02126,8,3,5,0.0,0.0,0.0,8,3,5.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
205,993,Welsh (VUP),Brighton,02135,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,,"(<NA>, <NA>)"
206,996,West Fenway Elderly,South End,02118,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,Y,,"(<NA>, <NA>)"
207,999,West Roxbury Residences,West Roxbury,02132,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,,"(<NA>, <NA>)"
208,1008,Williams (VUP),Roxbury,02119,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
209,1009,Willowwood|Hildreth NHI,Dorchester,02124,8,4,4,0.0,0.0,0.0,8,4,4.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
210,1011,Winslow Court,Roxbury,02119,24,5,19,0.0,0.0,0.0,24,5,19.0,Ownership/Rental,Private,,,"(38.7168202, -90.2931994)"
211,1013,Wood (VUP),Dorchester,02124,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,,"(<NA>, <NA>)"
212,1016,Woodledge/Granfield,Roslindale,02131,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
213,1021,Wrentham St School,Mission Hill,02120,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"(<NA>, <NA>)"
214,1023,x & 50 Corbet (REMS Land),Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
215,1028,x Adams Street,Dorchester,02122,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(35.1871377, -106.5944488)"
216,1030,x Algonquin St,Dorchester,02124,9,9,0,1.0,1.0,0.0,8,8,0.0,Rental,Private,,,"(<NA>, <NA>)"
217,1031,x Alpine Street,Roxbury,02119,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
218,1032,x Alvah Kittredge Park,Roxbury,02119,4,2,2,3.0,1.0,2.0,1,1,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
219,1033,x American Legion Highway (AOP),Roslindale,02131,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"(<NA>, <NA>)"
220,1036,x and 120-122 Mt. Pleasant Avenue,Roxbury,02119,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,,"(<NA>, <NA>)"
221,1040,x Arlington St (AOP),Hyde Park,02136,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,,"(<NA>, <NA>)"
222,1041,x Ashland St,Dorchester,02122,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Public,,,"(<NA>, <NA>)"
223,1042,x Astoria Street (Beharry VUP),Mattapan,02126,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
224,1046,x Batchelder St,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Public,,,"(<NA>, <NA>)"
225,1049,x Bellevue Street,Dorchester,02125,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
226,1051,x Bennington St (AOP),East Boston,02128,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
227,1052,x Bennington St. EBO 02128-COB,East Boston,02128,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
228,1053,x Birch Rd (RDP),West Roxbury,02122,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
229,1054,x Blackinton St (AOP),East Boston,02128,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
230,1055,x Blue Hill Ave,Roxbury,02119,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
231,1056,x Blue Hill Ave (REMS buildings),Roxbury,02121,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
232,1058,x Boardman St,East Boston,02128,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Public,,,"(<NA>, <NA>)"
233,1060,x Bowdoin St,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Public,,,"(<NA>, <NA>)"
234,1066,x Breed St (AOP),East Boston,02128,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
235,1068,x Bremen St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
236,1070,x Brooks St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
237,1077,x Cameron Street,Dorchester,02125,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(42.310956, -71.063054)"
238,1078,x Carlford Rd,Jamaica Plain,02130,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,,"(<NA>, <NA>)"
239,1079,x Catawba St - Youthbuild,Roxbury,02119,3,2,1,1.0,1.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
240,1082,x Chamblet Street,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
241,1083,x Chaucer St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
242,1086,x Chelsea St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
243,1087,x Chelsea Street E. Boston - COB,East Boston,02128,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
244,1088,x Chestnut Ave (1-4 Program),Jamaica Plain,02130,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
245,1091,x Clarkson St,Dorchester,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
246,1092,x Clifton St,Dorchester,02125,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Public,,,"(<NA>, <NA>)"
247,1093,x Clifton St (RDP),Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
248,1095,x Coleman St (1-4 Program),Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
249,1096,x Coleman St (REO),Dorchester,02125,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
250,1099,x Columbus Ave,Roxbury,02119,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,,"(<NA>, <NA>)"
251,1107,x Corman Road Mattapan - COB,Mattapan,02126,2,1,1,1.0,0.0,1.0,1,0,1.0,Ownership,Private,,,"(<NA>, <NA>)"
252,1111,x D St,South Boston,02127,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"(<NA>, <NA>)"
253,1113,x Dacia Street,Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
254,1115,x Devon Street,Dorchester,02121,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
255,1121,x Dorchester St.,South Boston,02127,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,,"(<NA>, <NA>)"
256,1122,x Draper St (BuildHOME),Dorchester,02122,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
257,1123,x Dudley St (REO),Dorchester,02125,4,4,0,0.0,0.0,0.0,4,4,0.0,Rental,Private,,,"(<NA>, <NA>)"
258,1125,x Dunlap Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
259,1126,x Dunreath St (RDP),Roxbury,02119,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
260,1127,x E Eagle Street (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
261,1136,x East Springfield St,South End,02118,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,Y,"(<NA>, <NA>)"
262,1138,x Elizabeth St,Mattapan,02126,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
263,1139,x Ellington St,Dorchester,02121,6,6,0,0.0,0.0,0.0,6,6,0.0,Cooperative,Private,,,"(<NA>, <NA>)"
264,1140,x Elwyn Road (REO),Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
265,1141,x Esmond Street,Dorchester,02121,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
266,1143,x Eutaw St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
267,1146,x Fairland St (Lee VUP),Roxbury,02119,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
268,1148,x Falcon St (AOP),East Boston,02128,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
269,1151,x Fottler (REMS Land),Mattapan,02126,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
270,1153,x Gladstone St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
271,1154,x Glendon St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
272,1155,x Glenway St,Dorchester,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
273,1156,x Glenway Street,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
274,1157,x Glenway Street (1-4),Dorchester,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
275,1160,x Greenbrier St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
276,1161,x Greenwich Park*,South End,02118,5,5,0,0.0,0.0,0.0,5,5,0.0,Rental,Private,,,"(<NA>, <NA>)"
277,1165,x Harold Street,Roxbury,02119,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
278,1169,x Harvard Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
279,1171,x Hawthorne Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
280,1174,x Hendry St (REO),Dorchester,02122,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
281,1178,x Holborn Terrace,Roxbury,02121,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"(<NA>, <NA>)"
282,1179,x Hollander Street,Roxbury,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
283,1181,x Hosmer St (Lee VUP),Mattapan,02126,2,1,1,1.0,0.0,1.0,1,1,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
284,1183,x Howard Ave,Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
285,1184,x Huckins St,Roxbury,02119,4,4,0,0.0,0.0,0.0,4,4,0.0,Cooperative,Private,,,"(<NA>, <NA>)"
286,1186,x Humboldt Avenue,Roxbury,02121,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
287,1188,x Humphreys Place (AOP),Dorchester,02125,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
288,1192,x Hyde Park Avenue,Roslindale,02136,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
289,1195,x Juniper Street,Roxbury,02119,4,3,1,1.0,1.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
290,1196,x Kingsdale St,Dorchester,02124,3,1,2,1.0,0.0,1.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
291,1198,x Landor Road,Mattapan,02126,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
292,1200,x Lawrence Avenue,Dorchester,02121,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(42.311865, -71.076686)"
293,1202,x Leroy St (AOP),Dorchester,02122,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
294,1203,x Levant St,Dorchester,02122,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
295,1204,x Lexington Ave (AOP),Hyde Park,02136,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
296,1205,x Lexington St (1-4 Program),East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
297,1207,x Leyden St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
298,1208,x Lorne Street,Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
299,1209,x Magnolia St,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
300,1210,x Magnolia St (RDP),Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
301,1211,x Mallon Road,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
302,1215,x Marion St,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
303,1222,x Maverick St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
304,1223,x Maywood Street,Roxbury,02119,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
305,1226,x Metropolitan Ave,Hyde Park,02136,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
306,1228,x Minden St,Jamaica Plain,02130,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
307,1229,x Minden Street,Jamaica Plain,02130,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
308,1231,x Monsignor Way,Dorchester,02124,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
309,1232,x Morris Street (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
310,1233,x Morse Street,Dorchester,02121,6,6,0,0.0,0.0,0.0,6,6,0.0,Rental,Private,,,"(<NA>, <NA>)"
311,1234,x Mount Everett NHI,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
312,1237,x Mt. Pleasant Avenue,Roxbury,02119,8,8,0,0.0,0.0,0.0,8,8,0.0,Rental,Private,,,"(<NA>, <NA>)"
313,1238,x Murray Ave,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
314,1239,x Murray Ave (1-4),Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
315,1244,x Nelson Street,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
316,1247,x Nightingale Street,Dorchester,02124,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(8.4971239, 124.638764)"
317,1248,x Norfolk Street (RDP),Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
318,1249,x North Ave/YouthBuild,Roxbury,02119,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,,"(<NA>, <NA>)"
319,1250,x Northampton Apts,Roxbury,02118,9,9,0,0.0,0.0,0.0,9,9,0.0,Rental,Private,,,"(<NA>, <NA>)"
320,1258,x Page St (James VUP),Dorchester,02121,2,2,0,0.0,0.0,0.0,2,2,0.0,Rental,Private,,,"(<NA>, <NA>)"
321,1260,x Park St,Dorchester,02122,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
322,1264,x Peacevale Rd,Dorchester,02124,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
323,1269,x Prescott Street,East Boston,02128,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
324,1271,x Princeton St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
325,1274,x Putnam St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
326,1275,x Quincy St (REO),Roxbury,02125,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
327,1276,x Quincy Street,Dorchester,02122,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
328,1278,x Ridgewood St. (REO),Dorchester,02122,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
329,1279,x Rill St (BuildHome),Dorchester,02125,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
330,1282,x River Street,Mattapan,02126,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(33.7269302, 73.1805096)"
331,1290,x Saratoga St,East Boston,02128,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(42.3866393, -71.0067949)"
332,1291,x Saratoga St (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
333,1293,x Savin Street,Roxbury,02119,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(42.316271, -71.080319)"
334,1294,x Schuyler St (BuildHome),Roxbury,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
335,1295,x Seaver Street,Dorchester,02121,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
336,1297,x Selden St (BuildHome),Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
337,1300,x Southern Ave (Johnson VUP),Dorchester,02124,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,,"(<NA>, <NA>)"
338,1301,x Spencer St (RDP),Dorchester,02124,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
339,1302,x Spencer Street,Dorchester,02124,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(51.5035481, -0.3914409)"
340,1305,x St Andrew Rd (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
341,1306,x St. Andrew Rd (AOP),East Boston,02128,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
342,1310,x Stoughton Neighborhood Homes,Dorchester,02125,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
343,1311,x Stratton Street,Dorchester,02124,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
344,1320,x Talbot Ave (REO),Dorchester,02124,4,3,1,0.0,0.0,0.0,4,3,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
345,1321,x Talbot Avenue,Dorchester,02124,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,,"(<NA>, <NA>)"
346,1323,x Toledo Terrace,Dorchester,02122,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
347,1324,x Tonawanda St (Johnson VUP),Dorchester,02124,1,1,0,0.0,0.0,0.0,1,1,0.0,Rental,Private,,,"(<NA>, <NA>)"
348,1325,x Topliff St (REO),Dorchester,02122,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
349,1326,x Tremlett Street,Dorchester,02124,2,1,1,1.0,1.0,0.0,1,0,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
350,1327,x Tremont,South End,02118,4,4,0,3.0,3.0,0.0,1,1,0.0,Rental,Private,,,"(<NA>, <NA>)"
351,1328,x Tremont St,South End,02118,7,7,0,0.0,0.0,0.0,7,7,0.0,Rental,Private,,,"(42.342792, -71.0738416)"
352,1337,x W Park St (AOP),Dorchester,02124,3,3,0,0.0,0.0,0.0,3,3,0.0,Rental,Private,,,"(<NA>, <NA>)"
353,1339,x W Second St,South Boston,02127,2,1,1,0.0,0.0,0.0,2,1,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
354,1340,x Walk Hill St (Johnson VUP),Mattapan,02126,3,2,1,1.0,0.0,1.0,2,2,0.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
355,1344,x Warren Street (1-4),Roxbury,02119,3,2,1,0.0,0.0,0.0,3,2,1.0,Ownership/Rental,Private,,,"(<NA>, <NA>)"
